,No,ExpNo,FileCode,PhotoCode,ExtractionType,ExpCode,DAI,Host,HostVariety,Treatment,Condition,Dilution,techRepNumber,isoRepNumber,sampleNumber,ExposureTreatment,chl,ES5_digital_WBonly_T_tuk
414,414,ES5,DSC_0159.sample3.clean.jpg,NA,Digital,ES5_138,7DAI,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep3,isolateRep3,sample3,WB_only,54.2,13.39983764
415,415,ES5,DSC_0180.sample1.clean.jpg,NA,Digital,ES5_139,7DAI,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep1,isolateRep3,sample1,WB_only,62.9,14.76124266
416,416,ES5,DSC_0180.sample2.clean.jpg,NA,Digital,ES5_139,7DAI,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep1,isolateRep3,sample2,WB_only,73.7,16.36265852
417,417,ES5,DSC_0180.sample3.clean.jpg,NA,Digital,ES5_139,7DAI,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep1,isolateRep3,sample3,WB_only,76,16.69278635
418,418,ES5,DSC_0151.sample1.clean.jpg,NA,Digital,ES5_140,7DAI,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep2,isolateRep3,sample1,WB_only,77.2,16.863637
419,419,ES5,DSC_0151.sample2.clean.jpg,NA,Digital,ES5_140,7DAI,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep2,isolateRep3,sample2,WB_only,69.4,15.73561263
420,420,ES5,DSC_0151.sample3.clean.jpg,NA,Digital,ES5_140,7DAI,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep2,isolateRep3,sample3,WB_only,113.6,21.67683717
421,421,ES5,DSC_0649.sample1.clean.jpg,NA,Digital,ES5_141,7DAI,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep3,isolateRep3,sample1,WB_only,227.8,34.07296427
422,422,ES5,DSC_0649.sample2.clean.jpg,NA,Digital,ES5_141,7DAI,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep3,isolateRep3,sample2,WB_only,268.7,37.93359326
423,423,ES5,DSC_0649.sample3.clean.jpg,NA,Digital,ES5_141,7DAI,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep3,isolateRep3,sample3,WB_only,273.2,38.34532754
424,424,ES5,DSC_0229.sample3.clean.jpg,NA,Digital,ES5_142,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep1,isolateRep3,sample1,WB_only,158,26.8613049
425,425,ES5,DSC_0229.sample3.clean.jpg,NA,Digital,ES5_142,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep1,isolateRep3,sample2,WB_only,158,26.8613049
426,426,ES5,DSC_0229.sample3.clean.jpg,NA,Digital,ES5_142,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep1,isolateRep3,sample3,WB_only,158,26.8613049
427,427,ES5,DSC_0120.sample1.clean.jpg,NA,Digital,ES5_143,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep2,isolateRep3,sample1,WB_only,210.2,32.33785896
428,428,ES5,DSC_0120.sample2.clean.jpg,NA,Digital,ES5_143,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep2,isolateRep3,sample2,WB_only,216.2,32.93488856
429,429,ES5,DSC_0120.sample3.clean.jpg,NA,Digital,ES5_143,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep2,isolateRep3,sample3,WB_only,223.9,33.69264925
430,430,ES5,DSC_0639.sample1.clean.jpg,NA,Digital,ES5_144,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep3,isolateRep3,sample1,WB_only,189.7,30.25128068
431,431,ES5,DSC_0639.sample2.clean.jpg,NA,Digital,ES5_144,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep3,isolateRep3,sample2,WB_only,181.5,29.39475258
432,432,ES5,DSC_0639.sample3.clean.jpg,NA,Digital,ES5_144,7DAI,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep3,isolateRep3,sample3,WB_only,206.4,31.95665399
