"","No","ExpNo","ExtractionType","FileNumber","PhotoCode","NA.","ExpCode","Host","HostVariety","Treatment","Condition","Dilution","isolateRepNumber","techRep","ExpCode.1","ExposureTreatment","sampleNumber","chl","ES8_digital_WBonly_T_tuk"
"245",245,"ES8","Digital",122,"DSC_0082.ES8_53.sample2.WB_only.clean.jpg.chl.csv","DSC_0082","ES8_53","soybean","AG4632","DMCC2127","Shaking","100fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_DMCC2127_Shaking_100fold_stemRep2_IsolateRep2","WB_only","sample2",35.945,3.50326887655801
"246",246,"ES8","Digital",170,"DSC_0114.ES8_54.sample2.WB_only.clean.jpg.chl.csv","DSC_0114","ES8_54","soybean","AG4632","DMCC2127","Shaking","100fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_DMCC2127_Shaking_100fold_stemRep3_IsolateRep2","WB_only","sample2",124.805,5.41603166269146
"247",247,"ES8","Digital",161,"DSC_0108.ES8_55.sample2.WB_only.clean.jpg.chl.csv","DSC_0108","ES8_55","soybean","AG4632","DMCC2127","Shaking","100fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_DMCC2127_Shaking_100fold_stemRep1_IsolateRep3","WB_only","sample2",45.108,3.7930515939611
"248",248,"ES8","Digital",311,"DSC_0442.ES8_56.sample2.WB_only.clean.jpg.chl.csv","DSC_0442","ES8_56","soybean","AG4632","DMCC2127","Shaking","100fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_DMCC2127_Shaking_100fold_stemRep2_IsolateRep3","WB_only","sample2",65.997,4.3334467878263
"249",249,"ES8","Digital",335,"DSC_0462.ES8_57.sample2.WB_only.clean.jpg.chl.csv","DSC_0462","ES8_57","soybean","AG4632","DMCC2127","Shaking","100fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_DMCC2127_Shaking_100fold_stemRep3_IsolateRep3","WB_only","sample2",102.283,5.05162623628147
"250",250,"ES8","Digital",464,"DSC_0550.ES8_58.sample2.WB_only.clean.jpg.chl.csv","DSC_0550","ES8_58","soybean","AG4632","DMCC2127","Shaking","100fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_DMCC2127_Shaking_100fold_stemRep1_IsolateRep4","WB_only","sample2",205.098,6.44445950243037
"251",251,"ES8","Digital",299,"DSC_0434.ES8_59.sample2.WB_only.clean.jpg.chl.csv","DSC_0434","ES8_59","soybean","AG4632","DMCC2127","Shaking","100fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_DMCC2127_Shaking_100fold_stemRep2_IsolateRep4","WB_only","sample2",59.605,4.1816621544802
"252",252,"ES8","Digital",254,"DSC_0404.ES8_60.sample2.WB_only.clean.jpg.chl.csv","DSC_0404","ES8_60","soybean","AG4632","DMCC2127","Shaking","100fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_DMCC2127_Shaking_100fold_stemRep3_IsolateRep4","WB_only","sample2",25.093,3.08918135753762
"253",253,"ES8","Digital",242,"DSC_0396.ES8_61.sample2.WB_only.clean.jpg.chl.csv","DSC_0396","ES8_61","soybean","AG4632","DMCC2127","Shaking","25fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_DMCC2127_Shaking_25fold_stemRep1_IsolateRep1","WB_only","sample2",166.672,5.99310554819924
"254",254,"ES8","Digital",NA,NA,NA,"ES8_62","soybean","AG4632","DMCC2127","Shaking","25fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_DMCC2127_Shaking_25fold_stemRep2_IsolateRep1",NA,"sample2",NA,NA
"255",255,"ES8","Digital",164,"DSC_0110.ES8_63.sample2.WB_only.clean.jpg.chl.csv","DSC_0110","ES8_63","soybean","AG4632","DMCC2127","Shaking","25fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_DMCC2127_Shaking_25fold_stemRep3_IsolateRep1","WB_only","sample2",44.712,3.78136355223249
"256",256,"ES8","Digital",536,"DSC_0601.ES8_64.sample2.WB_only.clean.jpg.chl.csv","DSC_0601","ES8_64","soybean","AG4632","DMCC2127","Shaking","25fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_DMCC2127_Shaking_25fold_stemRep1_IsolateRep2","WB_only","sample2",27.95,3.20799464218291
"257",257,"ES8","Digital",NA,NA,NA,"ES8_65","soybean","AG4632","DMCC2127","Shaking","25fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_DMCC2127_Shaking_25fold_stemRep2_IsolateRep2",NA,"sample2",NA,NA
"258",258,"ES8","Digital",377,"DSC_0491.ES8_66.sample2.WB_only.clean.jpg.chl.csv","DSC_0491","ES8_66","soybean","AG4632","DMCC2127","Shaking","25fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_DMCC2127_Shaking_25fold_stemRep3_IsolateRep2","WB_only","sample2",42.403,3.71183621211177
"259",259,"ES8","Digital",482,"DSC_0562.ES8_67.sample2.WB_only.clean.jpg.chl.csv","DSC_0562","ES8_67","soybean","AG4632","DMCC2127","Shaking","25fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_DMCC2127_Shaking_25fold_stemRep1_IsolateRep3","WB_only","sample2",78.286,4.60033476401231
"260",260,"ES8","Digital",419,"DSC_0520.ES8_68.sample2.WB_only.clean.jpg.chl.csv","DSC_0520","ES8_68","soybean","AG4632","DMCC2127","Shaking","25fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_DMCC2127_Shaking_25fold_stemRep2_IsolateRep3","WB_only","sample2",96.396,4.94789704760284
"261",261,"ES8","Digital",368,"DSC_0484.ES8_69.sample2.WB_only.clean.jpg.chl.csv","DSC_0484","ES8_69","soybean","AG4632","DMCC2127","Shaking","25fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_DMCC2127_Shaking_25fold_stemRep3_IsolateRep3","WB_only","sample2",34.745,3.46188239825278
"262",262,"ES8","Digital",329,"DSC_0456.ES8_70.sample2.WB_only.clean.jpg.chl.csv","DSC_0456","ES8_70","soybean","AG4632","DMCC2127","Shaking","25fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_DMCC2127_Shaking_25fold_stemRep1_IsolateRep4","WB_only","sample2",43.554,3.74679400243807
"263",263,"ES8","Digital",515,"DSC_0587.ES8_71.sample2.WB_only.clean.jpg.chl.csv","DSC_0587","ES8_71","soybean","AG4632","DMCC2127","Shaking","25fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_DMCC2127_Shaking_25fold_stemRep2_IsolateRep4","WB_only","sample2",118.901,5.32494256132461
"264",264,"ES8","Digital",350,"DSC_0472.ES8_72.sample2.WB_only.clean.jpg.chl.csv","DSC_0472","ES8_72","soybean","AG4632","DMCC2127","Shaking","25fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_DMCC2127_Shaking_25fold_stemRep3_IsolateRep4","WB_only","sample2",28.136,3.21545047112596
"265",265,"ES8","Digital",434,"DSC_0530.ES8_73.sample2.WB_only.clean.jpg.chl.csv","DSC_0530","ES8_73","soybean","AG4632","DMCC2165","Shaking","100fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_DMCC2165_Shaking_100fold_stemRep1_IsolateRep1","WB_only","sample2",42.774,3.72317073915612
"266",266,"ES8","Digital",209,"DSC_0374.ES8_74.sample2.WB_only.clean.jpg.chl.csv","DSC_0374","ES8_74","soybean","AG4632","DMCC2165","Shaking","100fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_DMCC2165_Shaking_100fold_stemRep2_IsolateRep1","WB_only","sample2",42.929,3.72788726347125
"267",267,"ES8","Digital",32,"DSC_0022.ES8_75.sample2.WB_only.clean.jpg.chl.csv","DSC_0022","ES8_75","soybean","AG4632","DMCC2165","Shaking","100fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_DMCC2165_Shaking_100fold_stemRep3_IsolateRep1","WB_only","sample2",55.018,4.06608712043194
"268",268,"ES8","Digital",275,"DSC_0418.ES8_76.sample2.WB_only.clean.jpg.chl.csv","DSC_0418","ES8_76","soybean","AG4632","DMCC2165","Shaking","100fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_DMCC2165_Shaking_100fold_stemRep1_IsolateRep2","WB_only","sample2",27.683,3.19723533073584
"269",269,"ES8","Digital",107,"DSC_0072.ES8_77.sample2.WB_only.clean.jpg.chl.csv","DSC_0072","ES8_77","soybean","AG4632","DMCC2165","Shaking","100fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_DMCC2165_Shaking_100fold_stemRep2_IsolateRep2","WB_only","sample2",83.32,4.70177931972211
"270",270,"ES8","Digital",221,"DSC_0382.ES8_78.sample2.WB_only.clean.jpg.chl.csv","DSC_0382","ES8_78","soybean","AG4632","DMCC2165","Shaking","100fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_DMCC2165_Shaking_100fold_stemRep3_IsolateRep2","WB_only","sample2",29.374,3.26427757637015
"271",271,"ES8","Digital",323,"DSC_0452.ES8_79.sample2.WB_only.clean.jpg.chl.csv","DSC_0452","ES8_79","soybean","AG4632","DMCC2165","Shaking","100fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_DMCC2165_Shaking_100fold_stemRep1_IsolateRep3","WB_only","sample2",13.621,2.4944404906553
"272",272,"ES8","Digital",236,"DSC_0392.ES8_80.sample2.WB_only.clean.jpg.chl.csv","DSC_0392","ES8_80","soybean","AG4632","DMCC2165","Shaking","100fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_DMCC2165_Shaking_100fold_stemRep2_IsolateRep3","WB_only","sample2",26.898,3.16520611608254
"273",273,"ES8","Digital",41,"DSC_0028.ES8_81.sample2.WB_only.clean.jpg.chl.csv","DSC_0028","ES8_81","soybean","AG4632","DMCC2165","Shaking","100fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_DMCC2165_Shaking_100fold_stemRep3_IsolateRep3","WB_only","sample2",35.825,3.49917102625272
"274",274,"ES8","Digital",197,"DSC_0366.ES8_82.sample2.WB_only.clean.jpg.chl.csv","DSC_0366","ES8_82","soybean","AG4632","DMCC2165","Shaking","100fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_DMCC2165_Shaking_100fold_stemRep1_IsolateRep4","WB_only","sample2",20.997,2.90238510693204
"275",275,"ES8","Digital",104,"DSC_0070.ES8_83.sample2.WB_only.clean.jpg.chl.csv","DSC_0070","ES8_83","soybean","AG4632","DMCC2165","Shaking","100fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_DMCC2165_Shaking_100fold_stemRep2_IsolateRep4","WB_only","sample2",34.731,3.46139411373277
"276",276,"ES8","Digital",98,"DSC_0066.ES8_84.sample2.WB_only.clean.jpg.chl.csv","DSC_0066","ES8_84","soybean","AG4632","DMCC2165","Shaking","100fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_DMCC2165_Shaking_100fold_stemRep3_IsolateRep4","WB_only","sample2",49.574,3.92047678785428
"277",277,"ES8","Digital",176,"DSC_0118.ES8_85.sample2.WB_only.clean.jpg.chl.csv","DSC_0118","ES8_85","soybean","AG4632","DMCC2165","Shaking","25fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_DMCC2165_Shaking_25fold_stemRep1_IsolateRep1","WB_only","sample2",26.903,3.16541203384969
"278",278,"ES8","Digital",389,"DSC_0499.ES8_86.sample2.WB_only.clean.jpg.chl.csv","DSC_0499","ES8_86","soybean","AG4632","DMCC2165","Shaking","25fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_DMCC2165_Shaking_25fold_stemRep2_IsolateRep1","WB_only","sample2",41.426,3.68167586295757
"279",279,"ES8","Digital",215,"DSC_0378.ES8_87.sample2.WB_only.clean.jpg.chl.csv","DSC_0378","ES8_87","soybean","AG4632","DMCC2165","Shaking","25fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_DMCC2165_Shaking_25fold_stemRep3_IsolateRep1","WB_only","sample2",48.236,3.88311229734288
"280",280,"ES8","Digital",NA,NA,NA,"ES8_88","soybean","AG4632","DMCC2165","Shaking","25fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_DMCC2165_Shaking_25fold_stemRep1_IsolateRep2",NA,"sample2",NA,NA
"281",281,"ES8","Digital",365,"DSC_0482.ES8_89.sample2.WB_only.clean.jpg.chl.csv","DSC_0482","ES8_89","soybean","AG4632","DMCC2165","Shaking","25fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_DMCC2165_Shaking_25fold_stemRep2_IsolateRep2","WB_only","sample2",24.009,3.04180188762737
"282",282,"ES8","Digital",44,"DSC_0029.ES8_90.sample2.WB_only.clean.jpg.chl.csv","DSC_0029","ES8_90","soybean","AG4632","DMCC2165","Shaking","25fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_DMCC2165_Shaking_25fold_stemRep3_IsolateRep2","WB_only","sample2",40.493,3.65243910325552
"283",283,"ES8","Digital",497,"DSC_0575.ES8_91.sample2.WB_only.clean.jpg.chl.csv","DSC_0575","ES8_91","soybean","AG4632","DMCC2165","Shaking","25fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_DMCC2165_Shaking_25fold_stemRep1_IsolateRep3","WB_only","sample2",34.133,3.44041681223491
"284",284,"ES8","Digital",143,"DSC_0096.ES8_92.sample2.WB_only.clean.jpg.chl.csv","DSC_0096","ES8_92","soybean","AG4632","DMCC2165","Shaking","25fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_DMCC2165_Shaking_25fold_stemRep2_IsolateRep3","WB_only","sample2",106.661,5.12627591595534
"285",285,"ES8","Digital",392,"DSC_0501.ES8_93.sample2.WB_only.clean.jpg.chl.csv","DSC_0501","ES8_93","soybean","AG4632","DMCC2165","Shaking","25fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_DMCC2165_Shaking_25fold_stemRep3_IsolateRep3","WB_only","sample2",131.21,5.51173625093591
"286",286,"ES8","Digital",410,"DSC_0513.ES8_94.sample2.WB_only.clean.jpg.chl.csv","DSC_0513","ES8_94","soybean","AG4632","DMCC2165","Shaking","25fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_DMCC2165_Shaking_25fold_stemRep1_IsolateRep4","WB_only","sample2",63.84,4.28333959097276
"287",287,"ES8","Digital",77,"DSC_0052.ES8_95.sample2.WB_only.clean.jpg.chl.csv","DSC_0052","ES8_95","soybean","AG4632","DMCC2165","Shaking","25fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_DMCC2165_Shaking_25fold_stemRep2_IsolateRep4","WB_only","sample2",80.781,4.65112732767791
"288",288,"ES8","Digital",5,"DSC_0003.ES8_96.sample2.WB_only.clean.jpg.chl.csv","DSC_0003","ES8_96","soybean","AG4632","DMCC2165","Shaking","25fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_DMCC2165_Shaking_25fold_stemRep3_IsolateRep4","WB_only","sample2",34.728,3.46128946469145
"289",289,"ES8","Digital",137,"DSC_0092.ES8_97.sample2.WB_only.clean.jpg.chl.csv","DSC_0092","ES8_97","soybean","AG4632","control","Stationary","100fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_control_Stationary_100fold_stemRep1_IsolateRep1","WB_only","sample2",308.669,7.43571191271796
"290",290,"ES8","Digital",155,"DSC_0104.ES8_98.sample2.WB_only.clean.jpg.chl.csv","DSC_0104","ES8_98","soybean","AG4632","control","Stationary","100fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_control_Stationary_100fold_stemRep2_IsolateRep1","WB_only","sample2",322.107,7.54744674027248
"291",291,"ES8","Digital",284,"DSC_0424.ES8_99.sample2.WB_only.clean.jpg.chl.csv","DSC_0424","ES8_99","soybean","AG4632","control","Stationary","100fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_control_Stationary_100fold_stemRep3_IsolateRep1","WB_only","sample2",246.748,6.87525442760034
"292",292,"ES8","Digital",527,"DSC_0595.ES8_100.sample2.WB_only.clean.jpg.chl.csv","DSC_0595","ES8_100","soybean","AG4632","control","Stationary","100fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_control_Stationary_100fold_stemRep1_IsolateRep2","WB_only","sample2",155.147,5.84467253825159
"293",293,"ES8","Digital",386,"DSC_0497.ES8_101.sample2.WB_only.clean.jpg.chl.csv","DSC_0497","ES8_101","soybean","AG4632","control","Stationary","100fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_control_Stationary_100fold_stemRep2_IsolateRep2","WB_only","sample2",173.276,6.07517013524519
"294",294,"ES8","Digital",326,"DSC_0454.ES8_102.sample2.WB_only.clean.jpg.chl.csv","DSC_0454","ES8_102","soybean","AG4632","control","Stationary","100fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_control_Stationary_100fold_stemRep3_IsolateRep2","WB_only","sample2",109.503,5.17367455210947
"295",295,"ES8","Digital",167,"DSC_0112.ES8_103.sample2.WB_only.clean.jpg.chl.csv","DSC_0112","ES8_103","soybean","AG4632","control","Stationary","100fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_control_Stationary_100fold_stemRep1_IsolateRep3","WB_only","sample2",292.556,7.29748403106147
"296",296,"ES8","Digital",206,"DSC_0372.ES8_104.sample2.WB_only.clean.jpg.chl.csv","DSC_0372","ES8_104","soybean","AG4632","control","Stationary","100fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_control_Stationary_100fold_stemRep2_IsolateRep3","WB_only","sample2",348.177,7.75586118843198
"297",297,"ES8","Digital",248,"DSC_0400.ES8_105.sample2.WB_only.clean.jpg.chl.csv","DSC_0400","ES8_105","soybean","AG4632","control","Stationary","100fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_control_Stationary_100fold_stemRep3_IsolateRep3","WB_only","sample2",69.308,4.40833081970572
"298",298,"ES8","Digital",518,"DSC_0589.ES8_106.sample2.WB_only.clean.jpg.chl.csv","DSC_0589","ES8_106","soybean","AG4632","control","Stationary","100fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_control_Stationary_100fold_stemRep1_IsolateRep4","WB_only","sample2",147.59,5.74341140785321
"299",299,"ES8","Digital",353,"DSC_0474.ES8_107.sample2.WB_only.clean.jpg.chl.csv","DSC_0474","ES8_107","soybean","AG4632","control","Stationary","100fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_control_Stationary_100fold_stemRep2_IsolateRep4","WB_only","sample2",262.192,7.02290514627821
"300",300,"ES8","Digital",26,"DSC_0018.ES8_108.sample2.WB_only.clean.jpg.chl.csv","DSC_0018","ES8_108","soybean","AG4632","control","Stationary","100fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_control_Stationary_100fold_stemRep3_IsolateRep4","WB_only","sample2",84.485,4.72468504383419
"301",301,"ES8","Digital",188,"DSC_0126.ES8_109.sample2.WB_only.clean.jpg.chl.csv","DSC_0126","ES8_109","soybean","AG4632","control","Stationary","25fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_control_Stationary_25fold_stemRep1_IsolateRep1","WB_only","sample2",111.145,5.20069608589144
"302",302,"ES8","Digital",101,"DSC_0068.ES8_110.sample2.WB_only.clean.jpg.chl.csv","DSC_0068","ES8_110","soybean","AG4632","control","Stationary","25fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_control_Stationary_25fold_stemRep2_IsolateRep1","WB_only","sample2",307.888,7.42912159885009
"303",303,"ES8","Digital",NA,NA,NA,"ES8_111","soybean","AG4632","control","Stationary","25fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_control_Stationary_25fold_stemRep3_IsolateRep1",NA,"sample2",NA,NA
"304",304,"ES8","Digital",224,"DSC_0384.ES8_112.sample2.WB_only.clean.jpg.chl.csv","DSC_0384","ES8_112","soybean","AG4632","control","Stationary","25fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_control_Stationary_25fold_stemRep1_IsolateRep2","WB_only","sample2",202.79,6.41898391376967
"305",305,"ES8","Digital",218,"DSC_0380.ES8_113.sample2.WB_only.clean.jpg.chl.csv","DSC_0380","ES8_113","soybean","AG4632","control","Stationary","25fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_control_Stationary_25fold_stemRep2_IsolateRep2","WB_only","sample2",100.706,5.0242283667808
"306",306,"ES8","Digital",NA,NA,NA,"ES8_114","soybean","AG4632","control","Stationary","25fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_control_Stationary_25fold_stemRep3_IsolateRep2",NA,"sample2",NA,NA
"307",307,"ES8","Digital",314,"DSC_0444.ES8_115.sample2.WB_only.clean.jpg.chl.csv","DSC_0444","ES8_115","soybean","AG4632","control","Stationary","25fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_control_Stationary_25fold_stemRep1_IsolateRep3","WB_only","sample2",193.086,6.30975904700247
"308",308,"ES8","Digital",338,"DSC_0464.ES8_116.sample2.WB_only.clean.jpg.chl.csv","DSC_0464","ES8_116","soybean","AG4632","control","Stationary","25fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_control_Stationary_25fold_stemRep2_IsolateRep3","WB_only","sample2",81.638,4.66833834666978
"309",309,"ES8","Digital",296,"DSC_0432.ES8_117.sample2.WB_only.clean.jpg.chl.csv","DSC_0432","ES8_117","soybean","AG4632","control","Stationary","25fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_control_Stationary_25fold_stemRep3_IsolateRep3","WB_only","sample2",59.402,4.17667202659704
"310",310,"ES8","Digital",80,"DSC_0054.ES8_118.sample2.WB_only.clean.jpg.chl.csv","DSC_0054","ES8_118","soybean","AG4632","control","Stationary","25fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_control_Stationary_25fold_stemRep1_IsolateRep4","WB_only","sample2",157.502,5.87557163463467
"311",311,"ES8","Digital",NA,NA,NA,"ES8_119","soybean","AG4632","control","Stationary","25fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_control_Stationary_25fold_stemRep2_IsolateRep4",NA,"sample2",NA,NA
"312",312,"ES8","Digital",185,"DSC_0124.ES8_120.sample2.WB_only.clean.jpg.chl.csv","DSC_0124","ES8_120","soybean","AG4632","control","Stationary","25fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_control_Stationary_25fold_stemRep3_IsolateRep4","WB_only","sample2",280.321,7.1891818932095
"313",313,"ES8","Digital",29,"DSC_0020.ES8_121.sample2.WB_only.clean.jpg.chl.csv","DSC_0020","ES8_121","soybean","AG4632","DMCC2126","Stationary","100fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_DMCC2126_Stationary_100fold_stemRep1_IsolateRep1","WB_only","sample2",33.06,3.40216989455587
"314",314,"ES8","Digital",62,"DSC_0042.ES8_122.sample2.WB_only.clean.jpg.chl.csv","DSC_0042","ES8_122","soybean","AG4632","DMCC2126","Stationary","100fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_DMCC2126_Stationary_100fold_stemRep2_IsolateRep1","WB_only","sample2",20.451,2.87574313724098
"315",315,"ES8","Digital",374,"DSC_0489.ES8_123.sample2.WB_only.clean.jpg.chl.csv","DSC_0489","ES8_123","soybean","AG4632","DMCC2126","Stationary","100fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_DMCC2126_Stationary_100fold_stemRep3_IsolateRep1","WB_only","sample2",420.046,8.28235609272541
"316",316,"ES8","Digital",428,"DSC_0526.ES8_124.sample2.WB_only.clean.jpg.chl.csv","DSC_0526","ES8_124","soybean","AG4632","DMCC2126","Stationary","100fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_DMCC2126_Stationary_100fold_stemRep1_IsolateRep2","WB_only","sample2",51.699,3.97849438953595
"317",317,"ES8","Digital",116,"DSC_0078.ES8_125.sample2.WB_only.clean.jpg.chl.csv","DSC_0078","ES8_125","soybean","AG4632","DMCC2126","Stationary","100fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_DMCC2126_Stationary_100fold_stemRep2_IsolateRep2","WB_only","sample2",23.689,3.02755021282536
"318",318,"ES8","Digital",422,"DSC_0523.ES8_126.sample2.WB_only.clean.jpg.chl.csv","DSC_0523","ES8_126","soybean","AG4632","DMCC2126","Stationary","100fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_DMCC2126_Stationary_100fold_stemRep3_IsolateRep2","WB_only","sample2",0,0
"319",319,"ES8","Digital",194,"DSC_0364.ES8_127.sample2.WB_only.clean.jpg.chl.csv","DSC_0364","ES8_127","soybean","AG4632","DMCC2126","Stationary","100fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_DMCC2126_Stationary_100fold_stemRep1_IsolateRep3","WB_only","sample2",475.42,8.64922324250212
"320",320,"ES8","Digital",413,"DSC_0515.ES8_128.sample2.WB_only.clean.jpg.chl.csv","DSC_0515","ES8_128","soybean","AG4632","DMCC2126","Stationary","100fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_DMCC2126_Stationary_100fold_stemRep2_IsolateRep3","WB_only","sample2",93.511,4.89555512824103
"321",321,"ES8","Digital",539,"DSC_0603.ES8_129.sample2.WB_only.clean.jpg.chl.csv","DSC_0603","ES8_129","soybean","AG4632","DMCC2126","Stationary","100fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_DMCC2126_Stationary_100fold_stemRep3_IsolateRep3","WB_only","sample2",121.353,5.36312205688843
"322",322,"ES8","Digital",278,"DSC_0420.ES8_130.sample2.WB_only.clean.jpg.chl.csv","DSC_0420","ES8_130","soybean","AG4632","DMCC2126","Stationary","100fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_DMCC2126_Stationary_100fold_stemRep1_IsolateRep4","WB_only","sample2",332.579,7.63243629502504
"323",323,"ES8","Digital",239,"DSC_0394.ES8_131.sample2.WB_only.clean.jpg.chl.csv","DSC_0394","ES8_131","soybean","AG4632","DMCC2126","Stationary","100fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_DMCC2126_Stationary_100fold_stemRep2_IsolateRep4","WB_only","sample2",263.227,7.03259571888288
"324",324,"ES8","Digital",524,"DSC_0593.ES8_132.sample2.WB_only.clean.jpg.chl.csv","DSC_0593","ES8_132","soybean","AG4632","DMCC2126","Stationary","100fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_DMCC2126_Stationary_100fold_stemRep3_IsolateRep4","WB_only","sample2",232.233,6.73090368870511
"325",325,"ES8","Digital",35,"DSC_0024.ES8_133.sample2.WB_only.clean.jpg.chl.csv","DSC_0024","ES8_133","soybean","AG4632","DMCC2126","Stationary","25fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_DMCC2126_Stationary_25fold_stemRep1_IsolateRep1","WB_only","sample2",33.711,3.42546924359109
"326",326,"ES8","Digital",500,"DSC_0577.ES8_134.sample2.WB_only.clean.jpg.chl.csv","DSC_0577","ES8_134","soybean","AG4632","DMCC2126","Stationary","25fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_DMCC2126_Stationary_25fold_stemRep2_IsolateRep1","WB_only","sample2",63.925,4.28533480168135
"327",327,"ES8","Digital",509,"DSC_0583.ES8_135.sample2.WB_only.clean.jpg.chl.csv","DSC_0583","ES8_135","soybean","AG4632","DMCC2126","Stationary","25fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_DMCC2126_Stationary_25fold_stemRep3_IsolateRep1","WB_only","sample2",59.724,4.18458226762573
"328",328,"ES8","Digital",425,"DSC_0524.ES8_136.sample2.WB_only.clean.jpg.chl.csv","DSC_0524","ES8_136","soybean","AG4632","DMCC2126","Stationary","25fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_DMCC2126_Stationary_25fold_stemRep1_IsolateRep2","WB_only","sample2",73.951,4.50952104352673
"329",329,"ES8","Digital",476,"DSC_0558.ES8_137.sample2.WB_only.clean.jpg.chl.csv","DSC_0558","ES8_137","soybean","AG4632","DMCC2126","Stationary","25fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_DMCC2126_Stationary_25fold_stemRep2_IsolateRep2","WB_only","sample2",190.699,6.28234735989933
